title,authors,journal,doi,all_authors,openalex_id
Properties of iron-bound organic carbon and its implications for the conservation of coastal wetland vegetation,"Zihan Zheng, Yanting Zhang, Qing‐Ying Yu, ... , Yulin Qi (n=7)",Water Research X,https://doi.org/10.1016/j.wroa.2025.100368,Zihan Zheng; Yanting Zhang; Qing‐Ying Yu; Tingcang Hu; Chao Ma; Chunmei Chen; Yulin Qi,https://openalex.org/W4411511249
Exploring the Complex Dynamics of Dissolved Organic Matter Across Diverse Ecosystems in Padilla Bay,"Karp, Lauren",Western CEDAR (Western Washington University),,"Karp, Lauren",https://openalex.org/W7111810448
Challenges in Integrating Dissolved Organic Matter Chemodiversity into Kinetic Models of Soil Respiration,"Arjun Chakrawal, Odeta Qafoku, Satish Karra, John Bargar, Emily Graham",—,https://doi.org/10.31223/x5dh7z,Arjun Chakrawal; Odeta Qafoku; Satish Karra; John Bargar; Emily Graham,https://openalex.org/W4406819094
"Deoxygenation effects on the interaction between microbial metabolisms and dissolved organic matter cycling in the seasonally anoxic Mariager Fjord (Denmark, North Sea)","Gonzalo V. Gomez‐Saez, Katharina Muschler, Ömer K. Coskun, ... , Ian P. G. Marshall (n=11)",—,https://doi.org/10.5194/egusphere-egu25-17670,Gonzalo V. Gomez‐Saez; Katharina Muschler; Ömer K. Coskun; Marit Renken; Marina García-Llorca; Louison Nicolas-Asselineau; Linus M Zeller; Jana Milucka; Thorsten Dittmar; William D. Orsi; Ian P. G. Marshall,https://openalex.org/W4408486268
Heterogeneity in composition and reactivity of dissolved organic matter and metal partitioning in soil,Hui Gao,—,https://doi.org/10.18174/680941,Hui Gao,https://openalex.org/W4408462094
Improving the estimation of DOC concentrations and aromaticity from optical measurements,Kathleen R. Murphy,—,https://doi.org/10.5194/egusphere-egu25-4423,Kathleen R. Murphy,https://openalex.org/W4408440004
Influence of oxygen concentration on the elemental and molecular composition of marine dissolved organic matter in anoxic basins,"Marit Renken, Thorsten Dittmar, Lennart Stock, ... , Gonzalo V. Gomez‐Saez (n=6)",—,https://doi.org/10.5194/egusphere-egu25-10016,Marit Renken; Thorsten Dittmar; Lennart Stock; Felix J. Elling; Ian P. G. Marshall; Gonzalo V. Gomez‐Saez,https://openalex.org/W4408426431
Transportation and Transformation of Dissolved Organic Matter from Overlying to Bottom Waters of Cold Seeps in the South China Sea: Insights at the Molecular Level&amp;#160;,"Shi Tang, Zhenwei Yan, Yuanbi Yi, ... , Penghui Li (n=7)",—,https://doi.org/10.5194/egusphere-egu25-2677,Shi Tang; Zhenwei Yan; Yuanbi Yi; Yuan Shen; Wei Xie; Ding He; Penghui Li,https://openalex.org/W4408443706
Efficient microbial sequestration of organic nitrogen in the eastern Indian Ocean,"Y. Zhang, Shuchai Gan, Ying Wu, Jing Zhang, Qi Ye",—,https://doi.org/10.5194/egusphere-egu25-9137,Y. Zhang; Shuchai Gan; Ying Wu; Jing Zhang; Qi Ye,https://openalex.org/W4408475359
Transformation of dissolved organic matter and its model compounds by dichlorine monoxide and the corresponding generation of chloro-organic byproducts,Yixiao Duan,—,https://doi.org/10.14711/thesis-hdl152563,Yixiao Duan,https://openalex.org/W4414315388
