year,title,authors_short,all_authors,journal,doi,subdisciplines,n_subdisciplines
2020,In-House Standard Method for Molecular Characterization of Dissolved Organic Matter by FT-ICR Mass Spectrometry,"Chen He, Yahe Zhang, Yunyun Li et al. (n=7)",Chen He; Yahe Zhang; Yunyun Li; Xiaocun Zhuo; Yuguo Li; Chuanlun Zhang; Quan Shi,ACS Omega,https://doi.org/10.1021/acsomega.0c01055,biogeochem_carbon; methods_instrumentation,2
2020,Validation and Evaluation of High-Resolution Orbitrap Mass Spectrometry on Molecular Characterization of Dissolved Organic Matter,"Qiong Pan, Xiaocun Zhuo, Chen He et al. (n=5)",Qiong Pan; Xiaocun Zhuo; Chen He; Yahe Zhang; Quan Shi,ACS Omega,https://doi.org/10.1021/acsomega.9b04411,biogeochem_carbon; methods_instrumentation,2
2020,Structural Characterization of Dissolved Organic Matter at the Chemical Formula Level Using TIMS-FT-ICR MS/MS,"Dennys Leyva, Rudolf Jaffé, Francisco Fernández-Lima",Dennys Leyva; Rudolf Jaffé; Francisco Fernández-Lima,Analytical Chemistry,https://doi.org/10.1021/acs.analchem.0c02347,,0
2020,Online Counter Gradient LC-FT-ICR-MS Enables Detection of Highly Polar Natural Organic Matter Fractions,"Limei Han, Jan Kaesler, Chang Peng et al. (n=5)",Limei Han; Jan Kaesler; Chang Peng; Thorsten Reemtsma; Oliver J. Lechtenfeld,Analytical Chemistry,https://doi.org/10.1021/acs.analchem.0c04426,biogeochem_carbon; freshwater_river; methods_instrumentation; sediment_porewater; wetland_peatland,5
2020,How to Increase Further the Resolving Power of the Ultrahigh Magnetic Field FT ICR Instruments? The New Concept of the FT ICR Cell–the Open Dynamically Harmonized Cell as a Part of the Vacuum System Wall,"Е. Н. Николаев, Anton Lioznov",Е. Н. Николаев; Anton Lioznov,Analytical Chemistry,https://doi.org/10.1021/acs.analchem.0c03237,atmosphere_aerosol; biogeochem_carbon,2
2020,Insights into the molecular transformation in the dissolved organic compounds of agro-waste-hydrochars by microbial-aging using electrospray ionization Fourier transform ion cyclotron resonance mass spectrometry,"Qingnan Chu, Lihong Xue, Bingyu Wang et al. (n=9)",Qingnan Chu; Lihong Xue; Bingyu Wang; Detian Li; Huayong He; Yanfang Feng; Lanfang Han; Linzhang Yang; Baoshan Xing,Bioresource Technology,https://doi.org/10.1016/j.biortech.2020.124411,biogeochem_carbon; methods_instrumentation; microbial_coupling,3
2020,Application of Fourier transform ion cyclotron resonance mass spectrometry to characterize natural organic matter,"Xiaoxiao Zhang, Jiarui Han, Xiangru Zhang et al. (n=9)",Xiaoxiao Zhang; Jiarui Han; Xiangru Zhang; Jimin Shen; Zhonglin Chen; Wei Chu; Jing Kang; Shengxin Zhao; Yaoyu Zhou,Chemosphere,https://doi.org/10.1016/j.chemosphere.2020.127458,biogeochem_carbon; methods_instrumentation,2
2020,"Non-target screening of dissolved organic matter in raw water, coagulated water, and chlorinated water by Orbitrap mass spectrometry","Warangkana Na Phatthalung, Oramas Suttinun, Phanwatt Phungsai et al. (n=7)",Warangkana Na Phatthalung; Oramas Suttinun; Phanwatt Phungsai; Ikuro Kasuga; Futoshi Kurisu; Hiroaki Furumai; Charongpun Musikavong,Chemosphere,https://doi.org/10.1016/j.chemosphere.2020.128437,,0
2020,Characterization of lower Phong river dissolved organic matters and formations of unknown chlorine dioxide and chlorine disinfection by-products by Orbitrap mass spectrometry,"Thirawit Prasert, Y. Ishii, Futoshi Kurisu et al. (n=5)",Thirawit Prasert; Y. Ishii; Futoshi Kurisu; Charongpun Musikavong; Phanwatt Phungsai,Chemosphere,https://doi.org/10.1016/j.chemosphere.2020.128653,freshwater_river; wastewater_drinking,2
2020,"Microbial Degradability of Terrigenous, Marsh-Exported, and Estuarine Colored Dissolved Organic Matter in Long Island Sound",John Supino,John Supino,CUNY Academic Works (City University of New York),,biogeochem_carbon; disturbance_anthropogenic; estuary_coastal; freshwater_river; marine; microbial_coupling; sediment_porewater; wetland_peatland,8
2020,Changes to Modern and Aged Dissolved Organic Matter Inputs into the Kolyma River,,,DigiNole (Florida State University),,biochar_black_carbon; biogeochem_carbon; cryosphere; disturbance_anthropogenic; estuary_coastal; freshwater_river; marine; microbial_coupling; soil_terrestrial,9
2020,Molecular-level characterization of stratified extracellular polymeric substances of anammox sludge and its adsorption preference to refractory dissolved organic matter,"Li Zhang, Yongzhen Peng, Satoshi Soda et al. (n=6)",Li Zhang; Yongzhen Peng; Satoshi Soda; Xiaowu Huang; Yifei Wang; Yanan Zhang,Energy,https://doi.org/10.1016/j.energy.2020.118818,biogeochem_carbon; wastewater_drinking; wetland_peatland,3
2020,Molecular Composition of Photooxidation Products Derived from Sulfur-Containing Compounds Isolated from Petroleum Samples,"Sydney F. Niles, Martha L. Chacón‐Patiño, Alan G. Marshall et al. (n=4)",Sydney F. Niles; Martha L. Chacón‐Patiño; Alan G. Marshall; Ryan P. Rodgers,Energy & Fuels,https://doi.org/10.1021/acs.energyfuels.0c02869,biogeochem_carbon; freshwater_lake; methods_instrumentation; petroleum_fossil,4
2020,"Sunlight-Induced Molecular Progression of Oil into Oxidized Oil Soluble Species, Interfacial Material, and Dissolved Organic Matter","Phoebe Zito, David C. Podgorski, Tessa E. Bartges et al. (n=8)",Phoebe Zito; David C. Podgorski; Tessa E. Bartges; François Guillemette; Alan Roebuck; Robert G. M. Spencer; Ryan P. Rodgers; Matthew A. Tarr,Energy & Fuels,https://doi.org/10.1021/acs.energyfuels.9b04408,atmosphere_aerosol; biogeochem_carbon; petroleum_fossil,3
2020,Tracking photodegradation products and bond-cleavage reaction pathways of triclosan using ultra-high resolution mass spectrometry and stable carbon isotope analysis,"Yi Liu, Majda Mekić, Luca Carena et al. (n=7)",Yi Liu; Majda Mekić; Luca Carena; Davide Vione; Sasho Gligorovski; Gan Zhang; Biao Jin,Environmental Pollution,https://doi.org/10.1016/j.envpol.2020.114673,biogeochem_carbon,1
2020,Characterization of dissolved organic matter in reclaimed wastewater supplying urban rivers with a special focus on dissolved organic nitrogen: A seasonal study,"Haidong Hu, Xinyu Xing, Jinfeng Wang et al. (n=4)",Haidong Hu; Xinyu Xing; Jinfeng Wang; Hongqiang Ren,Environmental Pollution,https://doi.org/10.1016/j.envpol.2020.114959,biogeochem_carbon; disturbance_anthropogenic; freshwater_river; wastewater_drinking,4
2020,Using ESI FT-ICR MS to Characterize Dissolved Organic Matter in Salt Lakes with Different Salinity,"Wei Xu, Qiang Gao, Chen He et al. (n=6)",Wei Xu; Qiang Gao; Chen He; Quan Shi; Zheng-Qing Hou; Huazhang Zhao,Environmental Science & Technology,https://doi.org/10.1021/acs.est.0c01681,biogeochem_carbon; estuary_coastal; freshwater_lake; marine; methods_instrumentation; microbial_coupling; soil_terrestrial,7
2020,Enrichment of Geogenic Ammonium in Quaternary Alluvial–Lacustrine Aquifer Systems: Evidence from Carbon Isotopes and DOM Characteristics,"Yao Du, Yamin Deng, Teng Ma et al. (n=8)",Yao Du; Yamin Deng; Teng Ma; Xu Yu; Yanqiu Tao; Yanwen Huang; Rui Liu; Yanxin Wang,Environmental Science & Technology,https://doi.org/10.1021/acs.est.0c00131,biogeochem_carbon; freshwater_lake; freshwater_river; groundwater; soil_terrestrial,5
2020,"Deciphering Dissolved Organic Matter: Ionization, Dopant, and Fragmentation Insights via Fourier Transform-Ion Cyclotron Resonance Mass Spectrometry","Martin R. Kurek, Brett A. Poulin, Amy M. McKenna et al. (n=4)",Martin R. Kurek; Brett A. Poulin; Amy M. McKenna; Robert G. M. Spencer,Environmental Science & Technology,https://doi.org/10.1021/acs.est.0c05206,atmosphere_aerosol; biogeochem_carbon; estuary_coastal; marine; methods_instrumentation,5
2020,Characterization of an Asphalt Binder and Photoproducts by Fourier Transform Ion Cyclotron Resonance Mass Spectrometry Reveals Abundant Water-Soluble Hydrocarbons,"Sydney F. Niles, Martha L. Chacón‐Patiño, Samuel P. Putnam et al. (n=5)",Sydney F. Niles; Martha L. Chacón‐Patiño; Samuel P. Putnam; Ryan P. Rodgers; Alan G. Marshall,Environmental Science & Technology,https://doi.org/10.1021/acs.est.0c02263,biogeochem_carbon; freshwater_lake; petroleum_fossil,3
2020,Chemodiversity of Soil Dissolved Organic Matter,"Yang Ding, Zhenqing Shi, Qianting Ye et al. (n=8)",Yang Ding; Zhenqing Shi; Qianting Ye; Yuzhen Liang; Minqin Liu; Zhi Dang; Yujun Wang; Chongxuan Liu,Environmental Science & Technology,https://doi.org/10.1021/acs.est.0c01136,biogeochem_carbon; soil_terrestrial,2
2020,Molecular Evidence of Arsenic Mobility Linked to Biodegradable Organic Matter,"Wen Qiao, Huaming Guo, Chen He et al. (n=6)",Wen Qiao; Huaming Guo; Chen He; Quan Shi; Wei Xiu; Bo Zhao,Environmental Science & Technology,https://doi.org/10.1021/acs.est.0c00737,biogeochem_carbon; disturbance_anthropogenic; groundwater; microbial_coupling; sediment_porewater,5
2020,Freezing-Induced Bromate Reduction by Dissolved Organic Matter and the Formation of Organobromine Compounds,"Zhineng Hao, Fengqiong Shi, Dong Cao et al. (n=5)",Zhineng Hao; Fengqiong Shi; Dong Cao; Jingfu Liu; Guibin Jiang,Environmental Science & Technology,https://doi.org/10.1021/acs.est.9b07902,biogeochem_carbon,1
2020,"Optical Properties of Soil Dissolved Organic Matter Are Related to Acidic Functions of Its Components as Revealed by Fractionation, Selective Deuteromethylation, and Ultrahigh Resolution Mass Spectrometry","Alexander Zherebker, Evgeny A. Shirshin, Anna A. Rubekina et al. (n=11)",Alexander Zherebker; Evgeny A. Shirshin; Anna A. Rubekina; Oleg N. Kharybin; А. С. Кононихин; Н. А. Куликова; Kirill V. Zaitsev; Vitaliy A. Roznyatovsky; Yuri K. Grishin; Irina V. Perminova; Е. Н. Николаев,Environmental Science & Technology,https://doi.org/10.1021/acs.est.9b05298,atmosphere_aerosol; biogeochem_carbon; cryosphere; estuary_coastal; marine; soil_terrestrial,6
2020,Chemical Alterations of Dissolved Organic Matter by Permanganate Oxidation,"Juliana R. Laszakovits, Árpád Somogyi, Allison A. MacKay",Juliana R. Laszakovits; Árpád Somogyi; Allison A. MacKay,Environmental Science & Technology,https://doi.org/10.1021/acs.est.9b06675,biogeochem_carbon; estuary_coastal; marine; methods_instrumentation; microbial_coupling; soil_terrestrial; wastewater_drinking,7
2020,Comparison of molecular transformation of dissolved organic matter in vermicomposting and thermophilic composting by ESI-FT-ICR-MS,"Xiaoming Liu, Yi Hou, Zhen Yu et al. (n=7)",Xiaoming Liu; Yi Hou; Zhen Yu; Yueqiang Wang; Shungui Zhou; Bin Jiang; Yuhong Liao,Environmental Science and Pollution Research,https://doi.org/10.1007/s11356-020-09353-4,biogeochem_carbon; methods_instrumentation; soil_terrestrial; wastewater_drinking; wetland_peatland,5
2020,Barium ion adduct mass spectrometry to identify carboxylic acid photoproducts from crude oil–water systems under solar irradiation,"Phoebe Zito, Donald F. Smith, Xian Cao et al. (n=5)",Phoebe Zito; Donald F. Smith; Xian Cao; Rana Ghannam; Matthew A. Tarr,Environmental Science Processes & Impacts,https://doi.org/10.1039/d0em00390e,biogeochem_carbon; freshwater_lake; petroleum_fossil,3
2020,Tracking the formation of new brominated disinfection by-products during the seawater desalination process,"Leanne C. Powers, Annaleise Conway, Carys L. Mitchelmore et al. (n=10)",Leanne C. Powers; Annaleise Conway; Carys L. Mitchelmore; Stephen J. Fleischacker; Mourad Harir; Danielle C. Westerman; Jean Philippe Croué; Philippe Schmitt‐Kopplin; Susan D. Richardson; Michael Gonsior,Environmental Science Water Research & Technology,https://doi.org/10.1039/d0ew00426j,biogeochem_carbon; marine; wastewater_drinking,3
2020,Application of Orbitrap mass spectrometry to investigate seasonal variations of dissolved organic matter composition in a eutrophic lake in Japan,"Vitharuch Yuthawong, Ikuro Kasuga, Futoshi Kurisu et al. (n=4)",Vitharuch Yuthawong; Ikuro Kasuga; Futoshi Kurisu; Hiroaki Furumai,Environmental Science Water Research & Technology,https://doi.org/10.1039/d0ew00129e,biogeochem_carbon; freshwater_lake,2
2020,Compositional Differences in Dissolved Organic Matter Between Arctic Cold Seeps Versus Non-Seep Sites at the Svalbard Continental Margin and the Barents Sea,"Muhammed Fatih Sert, Juliana D’Andrilli, Friederike Gründger et al. (n=8)",Muhammed Fatih Sert; Juliana D’Andrilli; Friederike Gründger; Helge Niemann; Mats A. Granskog; Alexey K. Pavlov; Benedicte Ferré; Anna Silyakova,Frontiers in Earth Science,https://doi.org/10.3389/feart.2020.552731,atmosphere_aerosol; biogeochem_carbon; cryosphere; freshwater_lake; marine; methods_instrumentation; microbial_coupling; petroleum_fossil; sediment_porewater,9
2020,Antioxidant Activity and Phenolic Content of Marine Dissolved Organic Matter and Their Relation to Molecular Composition,"Teresa S. Catalá, Pamela E. Rossel, Félix Álvarez‐Gómez et al. (n=6)",Teresa S. Catalá; Pamela E. Rossel; Félix Álvarez‐Gómez; Jan Tebben; Félix L. Figueroa; Thorsten Dittmar,Frontiers in Marine Science,https://doi.org/10.3389/fmars.2020.603447,biogeochem_carbon; estuary_coastal; marine; sediment_porewater; soil_terrestrial,5
2020,Optical Properties and Photochemical Transformation of the Dissolved Organic Matter Released by Sargassum,"Leanne C. Powers, Rossana Del Vecchio, Neil V. Blough et al. (n=6)",Leanne C. Powers; Rossana Del Vecchio; Neil V. Blough; Natasha McDonald; Philippe Schmitt‐Kopplin; Michael Gonsior,Frontiers in Marine Science,https://doi.org/10.3389/fmars.2020.588287,atmosphere_aerosol; biogeochem_carbon; estuary_coastal; freshwater_river; marine; soil_terrestrial,6
2020,Organic matter in delayed coking wastewater: Molecular composition and its effect on emulsification,"Chen He, Heng Zhong, Yiping Zhang et al. (n=10)",Chen He; Heng Zhong; Yiping Zhang; Yuguo Li; Keng H. Chung; Fang Li; Weilai Zhang; Baichun Wu; Chunming Xu; Quan Shi,Fuel,https://doi.org/10.1016/j.fuel.2020.118432,biogeochem_carbon; freshwater_lake; methods_instrumentation; petroleum_fossil; wastewater_drinking,5
2020,"Impacts of redox conditions on dissolved organic matter (DOM) quality in marine sediments off the River Rhône, Western Mediterranean Sea","Shuchai Gan, Frauke Schmidt, Verena B. Heuer et al. (n=6)",Shuchai Gan; Frauke Schmidt; Verena B. Heuer; Tobias Goldhammer; Matthias Witt; Kai‐Uwe Hinrichs,Geochimica et Cosmochimica Acta,https://doi.org/10.1016/j.gca.2020.02.001,biogeochem_carbon; estuary_coastal; freshwater_river; marine; sediment_porewater,5
2020,"Characterisation of shallow groundwater dissolved organic matter in aeolian, alluvial and fractured rock aquifers","Liza K. McDonough, Helen Rutlidge, Denis M. O’Carroll et al. (n=11)",Liza K. McDonough; Helen Rutlidge; Denis M. O’Carroll; Martin S. Andersen; Karina Meredith; Megan I. Behnke; Robert G. M. Spencer; Amy M. McKenna; Christopher E. Marjo; Phetdala Oudone; Andy Baker,Geochimica et Cosmochimica Acta,https://doi.org/10.1016/j.gca.2020.01.022,atmosphere_aerosol; disturbance_anthropogenic; estuary_coastal; groundwater; marine,5
2020,Photochemistry after fire: Structural transformations of pyrogenic dissolved organic matter elucidated by advanced analytical techniques,"Aleksandar I. Goranov, Andrew S. Wozniak, Kyle W. Bostick et al. (n=6)",Aleksandar I. Goranov; Andrew S. Wozniak; Kyle W. Bostick; Andrew R. Zimmerman; Siddhartha Mitra; Patrick G. Hatcher,Geochimica et Cosmochimica Acta,https://doi.org/10.1016/j.gca.2020.08.030,atmosphere_aerosol; biochar_black_carbon,2
2020,Contrasting impacts of pH on the abiotic transformation of hydrochar-derived dissolved organic matter mediated by δ-MnO2,"Ping Wu, Qing‐Long Fu, Xiangdong Zhu et al. (n=10)",Ping Wu; Qing‐Long Fu; Xiangdong Zhu; Cun Liu; Fei Dang; Karin Müller; Manabu Fujii; Dongmei Zhou; Hailong Wang; Yujun Wang,Geoderma,https://doi.org/10.1016/j.geoderma.2020.114627,biochar_black_carbon; biogeochem_carbon,2
2020,Stream Dissolved Organic Matter in Permafrost Regions Shows Surprising Compositional Similarities but Negative Priming and Nutrient Effects,"Ethan Wologo, Sarah Shakil, Scott Zolkos et al. (n=28)",Ethan Wologo; Sarah Shakil; Scott Zolkos; Sadie R. Textor; S. A. Ewing; Jane K. Klassen; Robert G. M. Spencer; David C. Podgorski; Suzanne E. Tank; Michelle A. Baker; Jonathan A. O’Donnell; Kimberly P. Wickland; Sydney S. Foks; Jay P. Zarnetske; Joseph Lee‐Cullin; Futing Liu; Yuanhe Yang; Pirkko Kortelainen; Jaana Kolehmainen; Joshua Dean; Jorien E. Vonk; R. M. Holmes; Gilles Pinay; Michaela M. Powell; Jansen C. Howe; Rebecca J. Frei; Samuel Bratsman; Benjamin W. Abbott,Global Biogeochemical Cycles,https://doi.org/10.1029/2020gb006719,biogeochem_carbon; cryosphere; freshwater_river; soil_terrestrial; wetland_peatland,5
2020,Development of Standard for Quantitative Molecular Characterization of Dissolved Organic Matter by FT-ICR MS,"Chen He, Yahe Zhang, Yunyun Li et al. (n=7)",Chen He; Yahe Zhang; Yunyun Li; Xiaocun Zhuo; Yuguo Li; Chuanlun L. Zhang; Quan Shi,Goldschmidt Abstracts,https://doi.org/10.46427/gold2020.988,,0
